metric,ebno_db,best_non_upair_receiver,best_non_upair_value,upair_value,gain_factor_best_non_upair_over_upair
ber,0.0,paper_cfgres_phaseaware_ls_lmmse,0.0055383001586657,0.0001436621630394,38.55086155946849
ber,2.0,paper_cfgres_phaseaware_ls_lmmse,0.0020483456438417,6.061955718905665e-05,33.790178266288585
ber,4.0,baseline_ddcpe_ls_lmmse,0.0005396609656637,0.0,539660965.6637
ber,6.0,baseline_ddcpe_ls_lmmse,0.0002314213446538,0.0,231421344.6538
ber,8.0,baseline_ddcpe_ls_lmmse,0.0002294496604311,0.0,229449660.4311
ber,10.0,baseline_ddcpe_ls_lmmse,6.5336130774085175e-06,0.0,6533613.077408518
ber,12.0,baseline_ddcpe_ls_lmmse,0.0001994878241021,3.162423381581902e-05,6.308068213254625
ber,14.0,baseline_ddcpe_ls_lmmse,0.0003158943859186,0.0,315894385.9186
ber,16.0,baseline_ddcpe_ls_lmmse,0.0003993622590276,0.0,399362259.0276
bler,0.0,paper_cfgres_phaseaware_ls_lmmse,0.048828125,0.001953125,25.0
bler,2.0,paper_cfgres_phaseaware_ls_lmmse,0.0162760416666666,0.0005208333333333,31.250000000001865
bler,4.0,baseline_ddcpe_ls_lmmse,0.0053385416666666,0.0,5338541666.6666
bler,6.0,baseline_ddcpe_ls_lmmse,0.006640625,0.0,6640625000.0
bler,8.0,baseline_ddcpe_ls_lmmse,0.008203125,0.0,8203125000.000001
bler,10.0,baseline_ddcpe_ls_lmmse,0.012890625,0.0,12890625000.0
bler,12.0,baseline_ddcpe_ls_lmmse,0.0174479166666666,0.0001302083333333,134.00000000003382
bler,14.0,baseline_ddcpe_ls_lmmse,0.0197916666666666,0.0,19791666666.6666
bler,16.0,baseline_ddcpe_ls_lmmse,0.0213541666666666,0.0,21354166666.666603
nmse,0.0,paper_cfgres_phaseaware_ls_lmmse,0.1541254424800475,0.0565118679776787,2.7273110586421354
nmse,2.0,paper_cfgres_phaseaware_ls_lmmse,0.1293480705469846,0.038088314452519,3.396004060726559
nmse,4.0,baseline_ddcpe_ls_lmmse,0.10588925195237,0.0280244628433138,3.7784578617760562
nmse,6.0,baseline_ddcpe_ls_lmmse,0.0842094803228974,0.021853479820614,3.8533671073960543
nmse,8.0,baseline_ddcpe_ls_lmmse,0.0699866443872451,0.0175145835926135,3.995906840557766
nmse,10.0,baseline_ddcpe_ls_lmmse,0.0623467305054267,0.0149288401473313,4.176260840770801
nmse,12.0,baseline_ddcpe_ls_lmmse,0.0558082750067114,0.0131910602639739,4.230764918808639
nmse,14.0,baseline_ddcpe_ls_lmmse,0.0534385504821936,0.0121168155766402,4.410280089202385
nmse,16.0,baseline_ddcpe_ls_lmmse,0.0510961662357052,0.0112825904972851,4.528761922893535
