metric,ebno_db,rank,receiver,value
ber,0.0,1,baseline_ls_lmmse,0.0
ber,0.0,2,baseline_ddcpe_ls_lmmse,0.0
ber,0.0,3,paper_cfgres_phaseaware_ls_lmmse,0.0
ber,0.0,4,upair5g_lmmse,0.0
ber,0.0,5,perfect_csi_lmmse,0.0
ber,0.0,6,baseline_ls_timeavg_lmmse,2.8483072734767727e-05
ber,0.0,7,paper_cfgres_ls_lmmse,5.986059559290879e-05
ber,0.0,8,baseline_ls_2dlmmse_lmmse,0.1280751648669441
ber,2.0,1,baseline_ls_lmmse,0.0
ber,2.0,2,baseline_ddcpe_ls_lmmse,0.0
ber,2.0,3,paper_cfgres_phaseaware_ls_lmmse,0.0
ber,2.0,4,upair5g_lmmse,0.0
ber,2.0,5,perfect_csi_lmmse,0.0
ber,2.0,6,baseline_ls_timeavg_lmmse,4.19485597073314e-08
ber,2.0,7,paper_cfgres_ls_lmmse,8.666572787584907e-05
ber,2.0,8,baseline_ls_2dlmmse_lmmse,0.0847788385115563
ber,4.0,1,baseline_ls_lmmse,0.0
ber,4.0,2,baseline_ddcpe_ls_lmmse,0.0
ber,4.0,3,paper_cfgres_phaseaware_ls_lmmse,0.0
ber,4.0,4,upair5g_lmmse,0.0
ber,4.0,5,perfect_csi_lmmse,0.0
ber,4.0,6,baseline_ls_timeavg_lmmse,8.809197728017655e-07
ber,4.0,7,paper_cfgres_ls_lmmse,8.205138355682114e-05
ber,4.0,8,baseline_ls_2dlmmse_lmmse,0.0611994688088695
ber,6.0,1,baseline_ls_lmmse,0.0
ber,6.0,2,baseline_ls_timeavg_lmmse,0.0
ber,6.0,3,baseline_ddcpe_ls_lmmse,0.0
ber,6.0,4,paper_cfgres_phaseaware_ls_lmmse,0.0
ber,6.0,5,upair5g_lmmse,0.0
ber,6.0,6,perfect_csi_lmmse,0.0
ber,6.0,7,paper_cfgres_ls_lmmse,5.2981033259887526e-05
ber,6.0,8,baseline_ls_2dlmmse_lmmse,0.042471701434503
ber,8.0,1,baseline_ls_lmmse,0.0
ber,8.0,2,baseline_ddcpe_ls_lmmse,0.0
ber,8.0,3,paper_cfgres_phaseaware_ls_lmmse,0.0
ber,8.0,4,upair5g_lmmse,0.0
ber,8.0,5,perfect_csi_lmmse,0.0
ber,8.0,6,baseline_ls_timeavg_lmmse,2.516913582439884e-07
ber,8.0,7,paper_cfgres_ls_lmmse,3.746006593701168e-05
ber,8.0,8,baseline_ls_2dlmmse_lmmse,0.0327042727963998
ber,10.0,1,baseline_ls_lmmse,0.0
ber,10.0,2,baseline_ddcpe_ls_lmmse,0.0
ber,10.0,3,paper_cfgres_phaseaware_ls_lmmse,0.0
ber,10.0,4,upair5g_lmmse,0.0
ber,10.0,5,perfect_csi_lmmse,0.0
ber,10.0,6,baseline_ls_timeavg_lmmse,6.292283993995321e-07
ber,10.0,7,paper_cfgres_ls_lmmse,1.7618395077079184e-06
ber,10.0,8,baseline_ls_2dlmmse_lmmse,0.0321234528596202
ber,12.0,1,baseline_ls_lmmse,0.0
ber,12.0,2,baseline_ddcpe_ls_lmmse,0.0
ber,12.0,3,paper_cfgres_phaseaware_ls_lmmse,0.0
ber,12.0,4,upair5g_lmmse,0.0
ber,12.0,5,perfect_csi_lmmse,0.0
ber,12.0,6,paper_cfgres_ls_lmmse,1.3423539295824109e-06
ber,12.0,7,baseline_ls_timeavg_lmmse,4.404598822323654e-06
ber,12.0,8,baseline_ls_2dlmmse_lmmse,0.0295780142769217
ber,14.0,1,baseline_ls_lmmse,0.0
ber,14.0,2,baseline_ddcpe_ls_lmmse,0.0
ber,14.0,3,paper_cfgres_phaseaware_ls_lmmse,0.0
ber,14.0,4,upair5g_lmmse,0.0
ber,14.0,5,perfect_csi_lmmse,0.0
ber,14.0,6,baseline_ls_timeavg_lmmse,9.73206593168167e-06
ber,14.0,7,paper_cfgres_ls_lmmse,1.493368757413312e-05
ber,14.0,8,baseline_ls_2dlmmse_lmmse,0.0317579131573438
ber,16.0,1,baseline_ls_lmmse,0.0
ber,16.0,2,baseline_ddcpe_ls_lmmse,0.0
ber,16.0,3,paper_cfgres_phaseaware_ls_lmmse,0.0
ber,16.0,4,upair5g_lmmse,0.0
ber,16.0,5,perfect_csi_lmmse,0.0
ber,16.0,6,baseline_ls_timeavg_lmmse,1.5479018653271245e-05
ber,16.0,7,paper_cfgres_ls_lmmse,9.769819914329976e-05
ber,16.0,8,baseline_ls_2dlmmse_lmmse,0.0303908094957781
bler,0.0,1,baseline_ls_lmmse,0.0
bler,0.0,2,baseline_ddcpe_ls_lmmse,0.0
bler,0.0,3,paper_cfgres_phaseaware_ls_lmmse,0.0
bler,0.0,4,upair5g_lmmse,0.0
bler,0.0,5,perfect_csi_lmmse,0.0
bler,0.0,6,baseline_ls_timeavg_lmmse,0.0009114583333333
bler,0.0,7,paper_cfgres_ls_lmmse,0.0018229166666666
bler,0.0,8,baseline_ls_2dlmmse_lmmse,0.7028645833333333
bler,2.0,1,baseline_ls_lmmse,0.0
bler,2.0,2,baseline_ddcpe_ls_lmmse,0.0
