receiver,ebno_db,ber,bler,nmse
baseline_ls_lmmse,0.0,0.0144076215816312,0.101171875,0.2006655549009641
baseline_ls_timeavg_lmmse,0.0,0.0144029823767292,0.101171875,0.2006655549009641
baseline_ls_2dlmmse_lmmse,0.0,0.1768577883640925,0.8880208333333334,0.5778008103370667
baseline_ddcpe_ls_lmmse,0.0,0.0125581839089742,0.08984375,0.1971279257287581
paper_cfgres_ls_lmmse,0.0,0.0308351348775128,0.2194010416666666,0.2603526283055544
paper_cfgres_phaseaware_ls_lmmse,0.0,0.0038597801587419,0.0384114583333333,0.1488579391191403
upair5g_lmmse,0.0,0.0006584258089181,0.0036458333333333,0.0577926861432691
perfect_csi_lmmse,0.0,0.0,0.0,0.0
baseline_ls_lmmse,8.0,0.0038816233126643,0.0408854166666666,0.0929467440893252
baseline_ls_timeavg_lmmse,8.0,0.0038630662947828,0.040625,0.0929467440893252
baseline_ls_2dlmmse_lmmse,8.0,0.0822102090654273,0.4165364583333333,0.4932322199145952
baseline_ddcpe_ls_lmmse,8.0,0.0022002424782802,0.0268229166666666,0.0764874549893041
paper_cfgres_ls_lmmse,8.0,0.018431012896417,0.1178385416666666,0.2499848845104376
paper_cfgres_phaseaware_ls_lmmse,8.0,0.0003333688995591,0.008203125,0.0952584850291411
upair5g_lmmse,8.0,5.5400398559868334e-05,0.0002604166666666,0.0196445444598794
perfect_csi_lmmse,8.0,0.0,0.0,0.0
baseline_ls_lmmse,16.0,0.0063860460736805,0.0953125,0.075645626677821
baseline_ls_timeavg_lmmse,16.0,0.0063306456503217,0.0953125,0.075645626677821
baseline_ls_2dlmmse_lmmse,16.0,0.0609885704082747,0.4697916666666666,0.4453369994958241
baseline_ddcpe_ls_lmmse,16.0,0.0031222551263113,0.0490885416666666,0.0574778790275255
paper_cfgres_ls_lmmse,16.0,0.0277155474565612,0.2598958333333333,0.265506986901164
paper_cfgres_phaseaware_ls_lmmse,16.0,0.0015287494486983,0.0334635416666666,0.0887041000649333
upair5g_lmmse,16.0,0.0001031846912383,0.00078125,0.0133295470150187
perfect_csi_lmmse,16.0,0.0,0.0,0.0
