metric,ebno_db,paper_value,upair_value,paper_over_upair
ber,4.0,0.0,0.0,1.0
ber,8.0,0.0,0.0,1.0
bler,4.0,0.0,0.0,1.0
bler,8.0,0.0,0.0,1.0
nmse,4.0,0.1513910368084907,0.1185400616377592,1.277129729113177
nmse,8.0,0.122014369815588,0.0616802955046296,1.97817420972683
