metric,ebno_db,paper_value,upair_value,paper_over_upair
ber,4.0,0.0014358108164742,0.0,1435810816.4742
ber,8.0,0.0,0.0,1.0
bler,4.0,0.0625,0.0,62500000000.0
bler,8.0,0.0,0.0,1.0
nmse,4.0,0.132421750575304,0.1226299554109573,1.0798483138278283
nmse,8.0,0.1287670750170946,0.0640316046774387,2.0109924726353956
