receiver,ebno_db,ber,bler,nmse
baseline_ls_lmmse,0.0,0.014177205526114752,0.10325520833333333,0.20114950959881148
baseline_ls_timeavg_lmmse,0.0,0.01417817202260873,0.10325520833333333,0.20114950959881148
baseline_ls_2dlmmse_lmmse,0.0,0.18221105920771757,0.8946614583333333,0.582381205757459
baseline_ddcpe_ls_lmmse,0.0,0.012685106124263257,0.08997395833333334,0.19760709802309673
paper_cfgres_ls_lmmse,0.0,0.03037708611227572,0.21940104166666666,0.2622185127188762
upair5g_lmmse,0.0,0.0006693280516477292,0.0049479166666666664,0.057917319455494484
perfect_csi_lmmse,0.0,0.0,0.0,0.0
baseline_ls_lmmse,2.0,0.007179010143014845,0.04505208333333333,0.15398770508666834
baseline_ls_timeavg_lmmse,2.0,0.00718705157516221,0.044921875,0.15398770508666834
baseline_ls_2dlmmse_lmmse,2.0,0.13953798413276672,0.7266927083333333,0.5525093778967858
baseline_ddcpe_ls_lmmse,2.0,0.005853537299522789,0.03619791666666667,0.1470274613549312
paper_cfgres_ls_lmmse,2.0,0.021469490575448922,0.13151041666666666,0.25501086202760537
upair5g_lmmse,2.0,0.00026594510782160794,0.0014322916666666666,0.04020614034185807
perfect_csi_lmmse,2.0,0.0,0.0,0.0
baseline_ls_lmmse,4.0,0.0038285425275489614,0.025911458333333335,0.1233560947701335
baseline_ls_timeavg_lmmse,4.0,0.0038318673356684484,0.026302083333333334,0.1233560947701335
baseline_ls_2dlmmse_lmmse,4.0,0.11420666500926017,0.589453125,0.5274447138110797
baseline_ddcpe_ls_lmmse,4.0,0.0025671686318560205,0.017838541666666666,0.11214859802275896
paper_cfgres_ls_lmmse,4.0,0.019914645543515994,0.10598958333333333,0.2527448202172915
upair5g_lmmse,4.0,0.00010245014176083108,0.0005208333333333333,0.029876197781413795
perfect_csi_lmmse,4.0,0.0,0.0,0.0
baseline_ls_lmmse,6.0,0.0038483753293500436,0.031901041666666664,0.10465613758812348
baseline_ls_timeavg_lmmse,6.0,0.003848684626548978,0.03177083333333333,0.10465613758812348
baseline_ls_2dlmmse_lmmse,6.0,0.09732686324665944,0.4903645833333333,0.5093498192727566
baseline_ddcpe_ls_lmmse,6.0,0.002732132681857517,0.023046875,0.09027012754231692
paper_cfgres_ls_lmmse,6.0,0.016784078428706075,0.08854166666666667,0.2500865659366051
upair5g_lmmse,6.0,8.8145784320659e-05,0.0005208333333333333,0.023678903374820946
perfect_csi_lmmse,6.0,0.0,0.0,0.0
baseline_ls_lmmse,8.0,0.0040999001130103355,0.03854166666666667,0.09284569025039673
baseline_ls_timeavg_lmmse,8.0,0.004098585648330299,0.03854166666666667,0.09284569025039673
baseline_ls_2dlmmse_lmmse,8.0,0.0853987282452484,0.4315104166666667,0.4969131474693616
baseline_ddcpe_ls_lmmse,8.0,0.0021026635637440448,0.026041666666666668,0.07631499152630568
paper_cfgres_ls_lmmse,8.0,0.018069847022096987,0.11067708333333333,0.2509197471042474
upair5g_lmmse,8.0,7.395740671730285e-05,0.0005208333333333333,0.019758102918664613
perfect_csi_lmmse,8.0,0.0,0.0,0.0
baseline_ls_lmmse,10.0,0.004047283239371305,0.050130208333333336,0.08501790494968493
baseline_ls_timeavg_lmmse,10.0,0.004044847649144382,0.05026041666666667,0.08501790494968493
baseline_ls_2dlmmse_lmmse,10.0,0.0780687496997416,0.42434895833333336,0.48711203038692474
baseline_ddcpe_ls_lmmse,10.0,0.002067869161529264,0.028255208333333334,0.06765825940916935
paper_cfgres_ls_lmmse,10.0,0.018495691676313677,0.13372395833333334,0.2519536707550287
upair5g_lmmse,10.0,3.193351609146096e-05,0.00026041666666666666,0.016877177489611008
perfect_csi_lmmse,10.0,0.0,0.0,0.0
baseline_ls_lmmse,12.0,0.0045319304114400435,0.06861979166666667,0.08162974342703819
baseline_ls_timeavg_lmmse,12.0,0.004568271224510075,0.06861979166666667,0.08162974342703819
baseline_ls_2dlmmse_lmmse,12.0,0.0743459427729249,0.44817708333333334,0.4760801335175832
baseline_ddcpe_ls_lmmse,12.0,0.0022503463834179153,0.03815104166666667,0.06369367120787502
paper_cfgres_ls_lmmse,12.0,0.02025547584829231,0.16588541666666667,0.2536330762008826
upair5g_lmmse,12.0,0.00013202537422027187,0.0006510416666666666,0.015309080535856386
perfect_csi_lmmse,12.0,0.0,0.0,0.0
baseline_ls_lmmse,14.0,0.005551444639309011,0.08541666666666667,0.07861407768602173
baseline_ls_timeavg_lmmse,14.0,0.005576689921122124,0.08541666666666667,0.07861407768602173
baseline_ls_2dlmmse_lmmse,14.0,0.07176640294492245,0.4739583333333333,0.46602098320921265
baseline_ddcpe_ls_lmmse,14.0,0.0026832272495804924,0.044921875,0.060366177062193556
paper_cfgres_ls_lmmse,14.0,0.025365534463586907,0.22200520833333334,0.260912257929643
upair5g_lmmse,14.0,3.1894856753448646e-05,0.00013020833333333333,0.014100814998770753
perfect_csi_lmmse,14.0,0.0,0.0,0.0
baseline_ls_lmmse,16.0,0.006538522821044049,0.10078125,0.07657572425281008
baseline_ls_timeavg_lmmse,16.0,0.0065500822456215245,0.10065104166666666,0.07657572425281008
baseline_ls_2dlmmse_lmmse,16.0,0.06574929328635334,0.48411458333333335,0.4520129020015399
baseline_ddcpe_ls_lmmse,16.0,0.0031737894826581697,0.04765625,0.058552874034891525
paper_cfgres_ls_lmmse,16.0,0.03175185105452935,0.2858072916666667,0.28068331107497213
upair5g_lmmse,16.0,9.692170424386859e-05,0.0005208333333333333,0.013433979824185371
perfect_csi_lmmse,16.0,0.0,0.0,0.0
